,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
24 Sep 1974,,1.4289,0.6164,0.9606,,,,,,,,,,,,,,,
25 Sep 1974,,1.3000,0.5610,0.9932,,,,,,,,,,,,,,,
26 Sep 1974,,1.3011,0.5607,0.9938,,,,,,,,,,,,,,,
27 Sep 1974,,1.3035,0.5596,0.9959,,,,,,,,,,,,,,,
30 Sep 1974,,1.3024,0.5586,0.9940,,,,,,,,,,,,,,,
01 Oct 1974,,1.3038,0.5578,0.9962,,,,,,,,,,,,,,,
02 Oct 1974,,1.3033,0.5572,0.9956,,,,,,,,,,,,,,,
03 Oct 1974,,1.3021,0.5573,0.9957,,,,,,,,,,,,,,,
04 Oct 1974,,1.3006,0.5583,0.9954,,,,,,,,,,,,,,,
07 Oct 1974,,1.3046,0.5580,0.9965,,,,,,,,,,,,,,,
08 Oct 1974,,1.3036,0.5573,0.9965,,,,,,,,,,,,,,,
09 Oct 1974,,1.3028,0.5575,0.9958,,,,,,,,,,,,,,,
10 Oct 1974,,1.3053,0.5576,0.9951,,,,,,,,,,,,,,,
11 Oct 1974,,1.3030,0.5596,0.9951,,,,,,,,,,,,,,,
14 Oct 1974,,1.3041,0.5583,0.9963,,,,,,,,,,,,,,,
15 Oct 1974,,1.3039,0.5580,0.9958,,,,,,,,,,,,,,,
16 Oct 1974,,1.3032,0.5583,0.9954,,,,,,,,,,,,,,,
17 Oct 1974,,1.3047,0.5583,0.9958,,,,,,,,,,,,,,,
18 Oct 1974,,1.3046,0.5585,0.9954,,,,,,,,,,,,,,,
21 Oct 1974,,1.3043,0.5587,0.9954,,,,,,,,,,,,,,,
22 Oct 1974,,1.3020,0.5586,0.9964,,,,,,,,,,,,,,,
23 Oct 1974,,1.3031,0.5586,0.9956,,,,,,,,,,,,,,,
24 Oct 1974,,1.3043,0.5584,0.9951,,,,,,,,,,,,,,,
25 Oct 1974,,1.3041,0.5587,0.9954,,,,,,,,,,,,,,,
29 Oct 1974,,1.3039,0.5583,0.9953,,,,,,,,,,,,,,,
30 Oct 1974,,1.3045,0.5582,0.9963,,,,,,,,,,,,,,,
31 Oct 1974,,1.3043,0.5580,0.9953,,,,,,,,,,,,,,,
01 Nov 1974,,1.3043,0.5580,0.9955,,,,,,,,,,,,,,,
04 Nov 1974,,1.3063,0.5577,0.9961,,,,,,,,,,,,,,,
05 Nov 1974,,1.3070,0.5571,0.9956,,,,,,,,,,,,,,,
06 Nov 1974,,1.3063,0.5567,0.9951,,,,,,,,,,,,,,,
07 Nov 1974,,1.3080,0.5566,0.9954,,,,,,,,,,,,,,,
08 Nov 1974,,1.3076,0.5569,0.9942,,,,,,,,,,,,,,,
11 Nov 1974,,1.3059,0.5586,0.9946,,,,,,,,,,,,,,,
12 Nov 1974,,1.3038,0.5597,0.9943,,,,,,,,,,,,,,,
13 Nov 1974,,1.2955,0.5586,0.9925,,,,,,,,,,,,,,,
14 Nov 1974,,1.2971,0.5625,0.9916,,,,,,,,,,,,,,,
15 Nov 1974,,1.3014,0.5618,0.9919,,,,,,,,,,,,,,,
18 Nov 1974,,1.3014,0.5616,0.9912,,,,,,,,,,,,,,,
19 Nov 1974,,1.3096,0.5607,0.9929,,,,,,,,,,,,,,,
20 Nov 1974,,1.3059,0.5613,0.9921,,,,,,,,,,,,,,,
21 Nov 1974,,1.3040,0.5615,0.9930,,,,,,,,,,,,,,,
22 Nov 1974,,1.3042,0.5612,0.9935,,,,,,,,,,,,,,,
25 Nov 1974,,1.3040,0.5614,0.9924,,,,,,,,,,,,,,,
26 Nov 1974,,1.3053,0.5615,0.9923,,,,,,,,,,,,,,,
27 Nov 1974,,1.3078,0.5619,0.9933,,,,,,,,,,,,,,,
28 Nov 1974,,1.3082,0.5621,0.9927,,,,,,,,,,,,,,,
29 Nov 1974,,1.3069,0.5621,0.9930,,,,,,,,,,,,,,,
02 Dec 1974,,1.3076,0.5617,0.9935,,,,,,,,,,,,,,,
03 Dec 1974,,1.3067,0.5615,0.9939,,,,,,,,,,,,,,,
04 Dec 1974,,1.3064,0.5616,0.9936,,,,,,,,,,,,,,,
05 Dec 1974,,1.3081,0.5613,0.9931,,,,,,,,,,,,,,,
06 Dec 1974,,1.3094,0.5616,0.9939,,,,,,,,,,,,,,,
09 Dec 1974,,1.3091,0.5613,0.9940,,,,,,,,,,,,,,,
10 Dec 1974,,1.3112,0.5609,0.9943,,,,,,,,,,,,,,,
11 Dec 1974,,1.3085,0.5626,0.9925,,,,,,,,,,,,,,,
12 Dec 1974,,1.3065,0.5633,0.9907,,,,,,,,,,,,,,,
13 Dec 1974,,1.3033,0.5645,0.9884,,,,,,,,,,,,,,,
16 Dec 1974,,1.3071,0.5644,0.9905,,,,,,,,,,,,,,,
17 Dec 1974,,1.3115,0.5624,0.9920,,,,,,,,,,,,,,,
18 Dec 1974,,1.3130,0.5619,0.9916,,,,,,,,,,,,,,,
19 Dec 1974,,1.3144,0.5608,0.9924,,,,,,,,,,,,,,,
20 Dec 1974,,1.3084,0.5610,0.9909,,,,,,,,,,,,,,,
23 Dec 1974,,1.3087,0.5621,0.9915,,,,,,,,,,,,,,,
24 Dec 1974,,1.3101,0.5617,0.9912,,,,,,,,,,,,,,,
27 Dec 1974,,1.3120,0.5619,0.9928,,,,,,,,,,,,,,,
30 Dec 1974,,1.3149,0.5606,0.9933,,,,,,,,,,,,,,,
31 Dec 1974,,1.3155,0.5601,0.9913,,,,,,,,,,,,,,,
03 Jan 1975,,1.3122,0.5618,0.9910,,,,,,,,,,,,,,,
06 Jan 1975,,1.3149,0.5609,0.9911,,,,,,,,,,,,,,,
07 Jan 1975,,1.3186,0.5596,0.9914,,,,,,,,,,,,,,,
08 Jan 1975,,1.3201,0.5602,0.9929,,,,,,,,,,,,,,,
09 Jan 1975,,1.3167,0.5604,0.9919,,,,,,,,,,,,,,,
10 Jan 1975,,1.3177,0.5601,0.9922,,,,,,,,,,,,,,,
13 Jan 1975,,1.3182,0.5598,0.9926,,,,,,,,,,,,,,,
14 Jan 1975,,1.3185,0.5597,0.9925,,,,,,,,,,,,,,,
15 Jan 1975,,1.3166,0.5602,0.9928,,,,,,,,,,,,,,,
16 Jan 1975,,1.3187,0.5598,0.9927,,,,,,,,,,,,,,,
17 Jan 1975,,1.3185,0.5596,0.9922,,,,,,,,,,,,,,,
20 Jan 1975,,1.3185,0.5599,0.9921,,,,,,,,,,,,,,,
21 Jan 1975,,1.3214,0.5595,0.9924,,,,,,,,,,,,,,,
22 Jan 1975,,1.3225,0.5590,0.9924,,,,,,,,,,,,,,,
23 Jan 1975,,1.3275,0.5580,0.9939,,,,,,,,,,,,,,,
24 Jan 1975,,1.3271,0.5567,0.9925,,,,,,,,,,,,,,,
27 Jan 1975,,1.3319,0.5582,0.9925,,,,,,,,,,,,,,,
28 Jan 1975,,1.3367,0.5564,0.9918,,,,,,,,,,,,,,,
29 Jan 1975,,1.3320,0.5575,0.9927,,,,,,,,,,,,,,,
30 Jan 1975,,1.3274,0.5596,0.9915,,,,,,,,,,,,,,,
31 Jan 1975,,1.3291,0.5587,0.9931,,,,,,,,,,,,,,,
03 Feb 1975,,1.3304,0.5578,0.9931,,,,,,,,,,,,,,,
04 Feb 1975,,1.3266,0.5579,0.9917,,,,,,,,,,,,,,,
05 Feb 1975,,1.3263,0.5592,0.9921,,,,,,,,,,,,,,,
07 Feb 1975,,1.3268,0.5597,0.9905,,,,,,,,,,,,,,,
10 Feb 1975,,1.3297,0.5595,0.9912,,,,,,,,,,,,,,,
11 Feb 1975,,1.3361,0.5590,0.9912,,,,,,,,,,,,,,,
12 Feb 1975,,1.3350,0.5594,0.9903,,,,,,,,,,,,,,,
13 Feb 1975,,1.3376,0.5588,0.9920,,,,,,,,,,,,,,,
14 Feb 1975,,1.3371,0.5590,0.9906,,,,,,,,,,,,,,,
17 Feb 1975,,1.3369,0.5587,0.9907,,,,,,,,,,,,,,,
18 Feb 1975,,1.3375,0.5585,0.9910,,,,,,,,,,,,,,,
19 Feb 1975,,1.3381,0.5586,0.9911,,,,,,,,,,,,,,,
20 Feb 1975,,1.3398,0.5582,0.9909,,,,,,,,,,,,,,,
21 Feb 1975,,1.3421,0.5585,0.9909,,,,,,,,,,,,,,,
24 Feb 1975,,1.3433,0.5585,0.9898,,,,,,,,,,,,,,,
25 Feb 1975,,1.3511,0.5578,0.9885,,,,,,,,,,,,,,,
26 Feb 1975,,1.3479,0.5572,0.9891,,,,,,,,,,,,,,,
27 Feb 1975,,1.3506,0.5567,0.9886,,,,,,,,,,,,,,,
28 Feb 1975,,1.3535,0.5563,0.9905,,,,,,,,,,,,,,,
03 Mar 1975,,1.3538,0.5565,0.9909,,,,,,,,,,,,,,,
04 Mar 1975,,1.3537,0.5561,0.9891,,,,,,,,,,,,,,,
05 Mar 1975,,1.3531,0.5566,0.9891,,,,,,,,,,,,,,,
06 Mar 1975,,1.3553,0.5565,0.9910,,,,,,,,,,,,,,,
07 Mar 1975,,1.3521,0.5563,0.9902,,,,,,,,,,,,,,,
10 Mar 1975,,1.3413,0.5578,0.9917,,,,,,,,,,,,,,,
11 Mar 1975,,1.3455,0.5588,0.9896,,,,,,,,,,,,,,,
12 Mar 1975,,1.3504,0.5574,0.9907,,,,,,,,,,,,,,,
13 Mar 1975,,1.3438,0.5572,0.9889,,,,,,,,,,,,,,,
14 Mar 1975,,1.3463,0.5569,0.9911,,,,,,,,,,,,,,,
17 Mar 1975,,1.3475,0.5567,0.9911,,,,,,,,,,,,,,,
18 Mar 1975,,1.3478,0.5567,0.9894,,,,,,,,,,,,,,,
19 Mar 1975,,1.3504,0.5562,0.9905,,,,,,,,,,,,,,,
20 Mar 1975,,1.3501,0.5555,0.9912,,,,,,,,,,,,,,,
21 Mar 1975,,1.3498,0.5564,0.9910,,,,,,,,,,,,,,,
24 Mar 1975,,1.3482,0.5562,0.9906,,,,,,,,,,,,,,,
25 Mar 1975,,1.3457,0.5563,0.9908,,,,,,,,,,,,,,,
26 Mar 1975,,1.3444,0.5563,0.9920,,,,,,,,,,,,,,,
27 Mar 1975,,1.3428,0.5562,0.9920,,,,,,,,,,,,,,,
01 Apr 1975,,1.3400,0.5563,0.9937,,,,,,,,,,,,,,,
02 Apr 1975,,1.3411,0.5563,0.9915,,,,,,,,,,,,,,,
03 Apr 1975,,1.3410,0.5564,0.9921,,,,,,,,,,,,,,,
04 Apr 1975,,1.3385,0.5567,0.9923,,,,,,,,,,,,,,,
07 Apr 1975,,1.3342,0.5576,0.9915,,,,,,,,,,,,,,,
08 Apr 1975,,1.3315,0.5589,0.9901,,,,,,,,,,,,,,,
09 Apr 1975,,1.3334,0.5595,0.9905,,,,,,,,,,,,,,,
10 Apr 1975,,1.3319,0.5598,0.9901,,,,,,,,,,,,,,,
11 Apr 1975,,1.3279,0.5617,0.9890,,,,,,,,,,,,,,,
14 Apr 1975,,1.3302,0.5618,0.9900,,,,,,,,,,,,,,,
15 Apr 1975,,1.3274,0.5628,0.9966,,,,,,,,,,,,,,,
16 Apr 1975,,1.3287,0.5608,0.9890,,,,,,,,,,,,,,,
17 Apr 1975,,1.3277,0.5607,0.9881,,,,,,,,,,,,,,,
18 Apr 1975,,1.3313,0.5611,0.9901,,,,,,,,,,,,,,,
21 Apr 1975,,1.3318,0.5601,0.9905,,,,,,,,,,,,,,,
22 Apr 1975,,1.3282,0.5617,0.9902,,,,,,,,,,,,,,,
23 Apr 1975,,1.3266,0.5628,0.9901,,,,,,,,,,,,,,,
24 Apr 1975,,1.3323,0.5618,0.9901,,,,,,,,,,,,,,,
28 Apr 1975,,1.3254,0.5629,0.9891,,,,,,,,,,,,,,,
29 Apr 1975,,1.3234,0.5635,0.9889,,,,,,,,,,,,,,,
30 Apr 1975,,1.3272,0.5627,0.9897,,,,,,,,,,,,,,,
01 May 1975,,1.3260,0.5634,0.9895,,,,,,,,,,,,,,,
02 May 1975,,1.3258,0.5640,0.9878,,,,,,,,,,,,,,,
05 May 1975,,1.3236,0.5657,0.9860,,,,,,,,,,,,,,,
06 May 1975,,1.3258,0.5659,0.9867,,,,,,,,,,,,,,,
07 May 1975,,1.3246,0.5658,0.9865,,,,,,,,,,,,,,,
08 May 1975,,1.3250,0.5661,0.9858,,,,,,,,,,,,,,,
09 May 1975,,1.3258,0.5662,0.9865,,,,,,,,,,,,,,,
12 May 1975,,1.3194,0.5688,0.9846,,,,,,,,,,,,,,,
13 May 1975,,1.3174,0.5724,0.9838,,,,,,,,,,,,,,,
14 May 1975,,1.3202,0.5718,0.9831,,,,,,,,,,,,,,,
15 May 1975,,1.3197,0.5710,0.9828,,,,,,,,,,,,,,,
16 May 1975,,1.3170,0.5718,0.9829,,,,,,,,,,,,,,,
19 May 1975,,1.3170,0.5714,0.9824,,,,,,,,,,,,,,,
20 May 1975,,1.3183,0.5718,0.9831,,,,,,,,,,,,,,,
21 May 1975,,1.3180,0.5716,0.9829,,,,,,,,,,,,,,,
22 May 1975,,1.3217,0.5704,0.9831,,,,,,,,,,,,,,,
23 May 1975,,1.3253,0.5689,0.9848,,,,,,,,,,,,,,,
26 May 1975,,1.3250,0.5689,0.9842,,,,,,,,,,,,,,,
27 May 1975,,1.3250,0.5689,0.9842,,,,,,,,,,,,,,,
28 May 1975,,1.3248,0.5689,0.9845,,,,,,,,,,,,,,,
29 May 1975,,1.3229,0.5696,0.9833,,,,,,,,,,,,,,,
30 May 1975,,1.3215,0.5700,0.9839,,,,,,,,,,,,,,,
03 Jun 1975,,1.3229,0.5697,0.9844,,,,,,,,,,,,,,,
04 Jun 1975,,1.3233,0.5697,0.9844,,,,,,,,,,,,,,,
05 Jun 1975,,1.3222,0.5698,0.9839,,,,,,,,,,,,,,,
06 Jun 1975,,1.3233,0.5691,0.9847,,,,,,,,,,,,,,,
09 Jun 1975,,1.3211,0.5689,0.9838,,,,,,,,,,,,,,,
10 Jun 1975,,1.3212,0.5696,0.9841,,,,,,,,,,,,,,,
11 Jun 1975,,1.3185,0.5709,0.9836,,,,,,,,,,,,,,,
12 Jun 1975,,1.3119,0.5745,0.9802,,,,,,,,,,,,,,,
13 Jun 1975,,1.3141,0.5764,0.9813,,,,,,,,,,,,,,,
16 Jun 1975,,1.3141,0.5749,0.9814,,,,,,,,,,,,,,,
17 Jun 1975,,1.3127,0.5754,0.9826,,,,,,,,,,,,,,,
18 Jun 1975,,1.3113,0.5765,0.9810,,,,,,,,,,,,,,,
19 Jun 1975,,1.3110,0.5762,0.9811,,,,,,,,,,,,,,,
20 Jun 1975,,1.3103,0.5758,0.9811,,,,,,,,,,,,,,,
23 Jun 1975,,1.3104,0.5759,0.9810,,,,,,,,,,,,,,,
24 Jun 1975,,1.3091,0.5758,0.9811,,,,,,,,,,,,,,,
25 Jun 1975,,1.3047,0.5774,0.9797,,,,,,,,,,,,,,,
26 Jun 1975,,1.3042,0.5733,0.9800,,,,,,,,,,,,,,,
27 Jun 1975,,1.3019,0.5795,0.9795,,,,,,,,,,,,,,,
30 Jun 1975,,1.2957,0.5816,0.9773,,,,,,,,,,,,,,,
01 Jul 1975,,1.2849,0.5874,0.9723,,,,,,,,,,,,,,,
02 Jul 1975,,1.2935,0.5848,0.9771,,,,,,,,,,,,,,,
03 Jul 1975,,1.2896,0.5858,0.9752,,,,,,,,,,,,,,,
04 Jul 1975,,1.2887,0.5866,0.9751,,,,,,,,,,,,,,,
07 Jul 1975,,1.2874,0.5868,0.9752,,,,,,,,,,,,,,,
08 Jul 1975,,1.2854,0.5873,0.9747,,,,,,,,,,,,,,,
09 Jul 1975,,1.2872,0.5859,0.9750,,,,,,,,,,,,,,,
10 Jul 1975,,1.2893,0.5838,0.9771,,,,,,,,,,,,,,,
11 Jul 1975,,1.2874,0.5849,0.9765,,,,,,,,,,,,,,,
14 Jul 1975,,1.2868,0.5843,0.9773,,,,,,,,,,,,,,,
15 Jul 1975,,1.2854,0.5859,0.9767,,,,,,,,,,,,,,,
16 Jul 1975,,1.2809,0.5862,0.9767,,,,,,,,,,,,,,,
17 Jul 1975,,1.2818,0.5860,0.9767,,,,,,,,,,,,,,,
18 Jul 1975,,1.2796,0.5865,0.9776,,,,,,,,,,,,,,,
21 Jul 1975,,1.2777,0.5868,0.9774,,,,,,,,,,,,,,,
22 Jul 1975,,1.2769,0.5863,0.9776,,,,,,,,,,,,,,,
23 Jul 1975,,1.2755,0.5849,0.9776,,,,,,,,,,,,,,,
24 Jul 1975,,1.2760,0.5846,0.9778,,,,,,,,,,,,,,,
25 Jul 1975,,1.2748,0.5845,0.9786,,,,,,,,,,,,,,,
28 Jul 1975,,1.2751,0.5846,0.9777,,,,,,,,,,,,,,,
29 Jul 1975,,1.2732,0.5844,0.9791,,,,,,,,,,,,,,,
30 Jul 1975,,1.2732,0.5846,0.9787,,,,,,,,,,,,,,,
31 Jul 1975,,1.2686,0.5858,0.9776,,,,,,,,,,,,,,,
01 Aug 1975,,1.2682,0.5881,0.9779,,,,,,,,,,,,,,,
04 Aug 1975,,1.2653,0.5885,0.9762,,,,,,,,,,,,,,,
05 Aug 1975,,1.2647,0.5899,0.9767,,,,,,,,,,,,,,,
06 Aug 1975,,1.2639,0.5898,0.9757,,,,,,,,,,,,,,,
07 Aug 1975,,1.2594,0.5911,0.9744,,,,,,,,,,,,,,,
08 Aug 1975,,1.2529,0.5948,0.9721,,,,,,,,,,,,,,,
11 Aug 1975,,1.0656,0.5053,0.8337,,,,,,,,,,,,,,,
12 Aug 1975,,1.0650,0.5054,0.8341,,,,,,,,,,,,,,,
13 Aug 1975,,1.0651,0.5052,0.8343,,,,,,,,,,,,,,,
14 Aug 1975,,1.0666,0.5049,0.8338,,,,,,,,,,,,,,,
15 Aug 1975,,1.0665,0.5048,0.8332,,,,,,,,,,,,,,,
18 Aug 1975,,1.0665,0.5047,0.8337,,,,,,,,,,,,,,,
19 Aug 1975,,1.0669,0.5049,0.8336,,,,,,,,,,,,,,,
20 Aug 1975,,1.0694,0.5039,0.8340,,,,,,,,,,,,,,,
21 Aug 1975,,1.0690,0.5033,0.8342,,,,,,,,,,,,,,,
22 Aug 1975,,1.0681,0.5048,0.8342,,,,,,,,,,,,,,,
25 Aug 1975,,1.0662,0.5051,0.8335,,,,,,,,,,,,,,,
26 Aug 1975,,1.0657,0.5050,0.8338,,,,,,,,,,,,,,,
27 Aug 1975,,1.0677,0.5050,0.8344,,,,,,,,,,,,,,,
28 Aug 1975,,1.0677,0.5047,0.8344,,,,,,,,,,,,,,,
29 Aug 1975,,1.0671,0.5047,0.8341,,,,,,,,,,,,,,,
01 Sep 1975,,1.0670,0.5045,0.8342,,,,,,,,,,,,,,,
02 Sep 1975,,1.0650,0.5048,0.8335,,,,,,,,,,,,,,,
03 Sep 1975,,1.0669,0.5047,0.8342,,,,,,,,,,,,,,,
04 Sep 1975,,1.0668,0.5039,0.8336,,,,,,,,,,,,,,,
05 Sep 1975,,1.0662,0.5045,0.8337,,,,,,,,,,,,,,,
08 Sep 1975,,1.0669,0.5047,0.8341,,,,,,,,,,,,,,,
09 Sep 1975,,1.0675,0.5046,0.8345,,,,,,,,,,,,,,,
10 Sep 1975,,1.0668,0.5045,0.8339,,,,,,,,,,,,,,,
11 Sep 1975,,1.0672,0.5045,0.8343,,,,,,,,,,,,,,,
12 Sep 1975,,1.0667,0.5044,0.8343,,,,,,,,,,,,,,,
15 Sep 1975,,1.0657,0.5047,0.8342,,,,,,,,,,,,,,,
16 Sep 1975,,1.0658,0.5050,0.8347,,,,,,,,,,,,,,,
17 Sep 1975,,1.0607,0.5062,0.8332,,,,,,,,,,,,,,,
18 Sep 1975,,1.0588,0.5076,0.8330,,,,,,,,,,,,,,,
19 Sep 1975,,1.0576,0.5076,0.8331,,,,,,,,,,,,,,,
22 Sep 1975,,1.0569,0.5069,0.8356,,,,,,,,,,,,,,,
23 Sep 1975,,1.0526,0.5071,0.8352,,,,,,,,,,,,,,,
24 Sep 1975,,1.0477,0.5113,0.8340,,,,,,,,,,,,,,,
25 Sep 1975,,1.0471,0.5109,0.8329,,,,,,,,,,,,,,,
26 Sep 1975,,1.0478,0.5106,0.8330,,,,,,,,,,,,,,,
29 Sep 1975,,1.0474,0.5111,0.8326,,,,,,,,,,,,,,,
30 Sep 1975,,1.0459,0.5123,0.8328,,,,,,,,,,,,,,,
01 Oct 1975,,1.0469,0.5112,0.8322,,,,,,,,,,,,,,,
02 Oct 1975,,1.0479,0.5124,0.8308,,,,,,,,,,,,,,,
03 Oct 1975,,1.0482,0.5129,0.8322,,,,,,,,,,,,,,,
06 Oct 1975,,1.0468,0.5125,0.8315,,,,,,,,,,,,,,,
07 Oct 1975,,1.0482,0.5118,0.8317,,,,,,,,,,,,,,,
08 Oct 1975,,1.0480,0.5121,0.8312,,,,,,,,,,,,,,,
09 Oct 1975,,1.0483,0.5120,0.8310,,,,,,,,,,,,,,,
10 Oct 1975,,1.0499,0.5116,0.8315,,,,,,,,,,,,,,,
13 Oct 1975,,1.0533,0.5106,0.8314,,,,,,,,,,,,,,,
14 Oct 1975,,1.0545,0.5106,0.8325,,,,,,,,,,,,,,,
15 Oct 1975,,1.0511,0.5122,0.8318,,,,,,,,,,,,,,,
16 Oct 1975,,1.0528,0.5110,0.8322,,,,,,,,,,,,,,,
17 Oct 1975,,1.0529,0.5110,0.8319,,,,,,,,,,,,,,,
20 Oct 1975,,1.0537,0.5109,0.8325,,,,,,,,,,,,,,,
21 Oct 1975,,1.0542,0.5103,0.8321,,,,,,,,,,,,,,,
22 Oct 1975,,1.0553,0.5108,0.8313,,,,,,,,,,,,,,,
23 Oct 1975,,1.0582,0.5089,0.8325,,,,,,,,,,,,,,,
24 Oct 1975,,1.0554,0.5095,0.8320,,,,,,,,,,,,,,,
28 Oct 1975,,1.0565,0.5094,0.8326,,,,,,,,,,,,,,,
29 Oct 1975,,1.0562,0.5100,0.8323,,,,,,,,,,,,,,,
30 Oct 1975,,1.0565,0.5097,0.8317,,,,,,,,,,,,,,,
31 Oct 1975,,1.0579,0.5093,0.8324,,,,,,,,,,,,,,,
03 Nov 1975,,1.0597,0.5087,0.8330,,,,,,,,,,,,,,,
04 Nov 1975,,1.0587,0.5091,0.8326,,,,,,,,,,,,,,,
05 Nov 1975,,1.0573,0.5095,0.8326,,,,,,,,,,,,,,,
06 Nov 1975,,1.0558,0.5101,0.8324,,,,,,,,,,,,,,,
07 Nov 1975,,1.0565,0.5096,0.8320,,,,,,,,,,,,,,,
10 Nov 1975,,1.0559,0.5099,0.8323,,,,,,,,,,,,,,,
11 Nov 1975,,1.0559,0.5099,0.8325,,,,,,,,,,,,,,,
12 Nov 1975,,1.0553,0.5102,0.8326,,,,,,,,,,,,,,,
13 Nov 1975,,1.0559,0.5104,0.8324,,,,,,,,,,,,,,,
14 Nov 1975,,1.0525,0.5115,0.8318,,,,,,,,,,,,,,,
17 Nov 1975,,1.0499,0.5120,0.8310,,,,,,,,,,,,,,,
18 Nov 1975,,1.0467,0.5139,0.8306,,,,,,,,,,,,,,,
19 Nov 1975,,1.0473,0.5133,0.8306,,,,,,,,,,,,,,,
20 Nov 1975,,1.0491,0.5129,0.8307,,,,,,,,,,,,,,,
21 Nov 1975,,1.0507,0.5123,0.8312,,,,,,,,,,,,,,,
24 Nov 1975,,1.0490,0.5127,0.8314,,,,,,,,,,,,,,,
25 Nov 1975,,1.0480,0.5131,0.8304,,,,,,,,,,,,,,,
26 Nov 1975,,1.0479,0.5131,0.8308,,,,,,,,,,,,,,,
27 Nov 1975,,1.0467,0.5139,0.8304,,,,,,,,,,,,,,,
28 Nov 1975,,1.0454,0.5142,0.8301,,,,,,,,,,,,,,,
01 Dec 1975,,1.0446,0.5159,0.8301,,,,,,,,,,,,,,,
02 Dec 1975,,1.0435,0.5151,0.8302,,,,,,,,,,,,,,,
03 Dec 1975,,1.0430,0.5151,0.8297,,,,,,,,,,,,,,,
04 Dec 1975,,1.0441,0.5147,0.8303,,,,,,,,,,,,,,,
05 Dec 1975,,1.0446,0.5136,0.8302,,,,,,,,,,,,,,,
08 Dec 1975,,1.0423,0.5139,0.8302,,,,,,,,,,,,,,,
09 Dec 1975,,1.0423,0.5140,0.8302,,,,,,,,,,,,,,,
10 Dec 1975,,1.0421,0.5140,,,,,,,,,,,,,,,,
11 Dec 1975,,1.0423,0.5140,0.8302,,,,,,,,,,,,,,,
12 Dec 1975,,1.0421,0.5142,0.8303,,,,,,,,,,,,,,,
15 Dec 1975,,1.0411,0.5145,0.8299,,,,,,,,,,,,,,,
16 Dec 1975,,1.0409,0.5149,0.8299,,,,,,,,,,,,,,,
17 Dec 1975,,1.0416,0.5148,0.8300,,,,,,,,,,,,,,,
18 Dec 1975,,1.0426,0.5145,0.8300,,,,,,,,,,,,,,,
19 Dec 1975,,1.0423,0.5143,0.8298,,,,,,,,,,,,,,,
22 Dec 1975,,1.0422,0.5144,0.8297,,,,,,,,,,,,,,,
23 Dec 1975,,1.0423,0.5145,0.8297,,,,,,,,,,,,,,,
24 Dec 1975,,1.0426,0.5146,0.8295,,,,,,,,,,,,,,,
29 Dec 1975,,1.0433,0.5145,0.8302,,,,,,,,,,,,,,,
30 Dec 1975,,1.0434,0.5146,0.8301,,,,,,,,,,,,,,,
31 Dec 1975,,1.0437,0.5145,0.8303,,,,,,,,,,,,,,,
05 Jan 1976,,1.0439,0.5144,0.8302,,,,,,,,,,,,,,,
06 Jan 1976,,1.0455,0.5132,0.8301,,,,,,,,,,,,,,,
07 Jan 1976,,1.0461,0.5135,0.8303,,,,,,,,,,,,,,,
08 Jan 1976,,1.0465,0.5132,0.8304,,,,,,,,,,,,,,,
09 Jan 1976,,1.0461,0.5131,0.8311,,,,,,,,,,,,,,,
12 Jan 1976,,1.0451,0.5135,0.8307,,,,,,,,,,,,,,,
13 Jan 1976,,1.0451,0.5134,0.8301,,,,,,,,,,,,,,,
14 Jan 1976,,1.0444,0.5146,0.8302,,,,,,,,,,,,,,,
15 Jan 1976,,1.0454,0.5145,0.8304,,,,,,,,,,,,,,,
16 Jan 1976,,1.0452,0.5143,0.8303,,,,,,,,,,,,,,,
19 Jan 1976,,1.0458,0.5141,0.8305,,,,,,,,,,,,,,,
